### DATA:
#
#         Q               I              Error
#654
7.73290000E-02 8.77656300E-08 2.12460184E-06
7.79060000E-02 8.64051300E-08 2.03205508E-06
7.84830000E-02 8.73982790E-08 2.08212904E-06
7.90600000E-02 8.81149390E-08 2.09694518E-06
7.96380000E-02 8.83824080E-08 2.05614393E-06
8.02150000E-02 8.73231790E-08 2.09707003E-06
8.07920000E-02 8.86104440E-08 2.10324101E-06
8.13690000E-02 8.84913760E-08 2.08748389E-06
8.19460000E-02 8.81776800E-08 2.09188054E-06
8.25230000E-02 8.94976710E-08 2.11395770E-06
8.31000000E-02 8.79259030E-08 2.09320699E-06
8.36770000E-02 8.90558330E-08 2.11212009E-06
8.42540000E-02 8.85717940E-08 2.09493725E-06
8.48310000E-02 8.86919810E-08 2.13938113E-06
8.54080000E-02 8.79744550E-08 2.11391086E-06
8.59850000E-02 8.79665010E-08 2.11544498E-06
8.65630000E-02 8.89528410E-08 2.13017654E-06
8.71400000E-02 8.94948800E-08 2.12542894E-06
8.77170000E-02 8.98556070E-08 2.14496015E-06
8.82940000E-02 8.82501360E-08 2.11676567E-06
8.88710000E-02 8.82509280E-08 2.09936111E-06
8.94480000E-02 8.83914590E-08 2.15712556E-06
9.00250000E-02 8.96154080E-08 2.16210938E-06
9.06020000E-02 8.91622910E-08 2.19446140E-06
9.11790000E-02 8.89021850E-08 2.09063292E-06
9.17560000E-02 8.95136460E-08 2.15004962E-06
9.23330000E-02 8.74161870E-08 2.13065775E-06
9.29100000E-02 8.80793720E-08 2.17023579E-06
9.34880000E-02 8.84377240E-08 2.13341495E-06
9.40650000E-02 8.87979440E-08 2.18211525E-06
9.46420000E-02 8.83859170E-08 2.14965364E-06
9.52190000E-02 9.05878750E-08 2.20280404E-06
9.57960000E-02 8.91529280E-08 2.15397681E-06
9.63730000E-02 8.94531210E-08 2.15801301E-06
9.69500000E-02 8.76869730E-08 2.18712875E-06
9.75270000E-02 8.94667270E-08 2.17719011E-06
9.81040000E-02 8.85661870E-08 2.14706680E-06
9.86810000E-02 8.87784220E-08 2.11006089E-06
9.92580000E-02 8.83087000E-08 2.11813261E-06
9.98350000E-02 8.88114000E-08 2.21220089E-06
1.00413000E-01 8.92812250E-08 2.14604437E-06
1.00990000E-01 8.91815390E-08 2.19543086E-06
1.01567000E-01 8.88810990E-08 2.15553866E-06
1.02144000E-01 8.81038850E-08 2.12694851E-06
1.02721000E-01 8.87854890E-08 2.13380813E-06
1.03298000E-01 8.95913990E-08 2.03769713E-06
1.03875000E-01 8.93817080E-08 2.07966888E-06
1.04452000E-01 8.82483170E-08 2.12992898E-06
1.05029000E-01 8.78076330E-08 2.08573899E-06
1.05606000E-01 8.81896170E-08 2.08668863E-06
1.06183000E-01 8.91449030E-08 2.09666347E-06
1.06760000E-01 8.96429100E-08 2.13062161E-06
1.07338000E-01 8.93364490E-08 2.22729500E-06
1.07915000E-01 8.93644520E-08 2.15193460E-06
1.08492000E-01 8.88208470E-08 2.09514326E-06
1.09069000E-01 8.77611260E-08 2.09813059E-06
1.09646000E-01 8.85269220E-08 2.15957320E-06
1.10223000E-01 8.93652790E-08 2.18420036E-06
1.10800000E-01 8.79394260E-08 2.13571673E-06
1.11377000E-01 8.90874040E-08 2.16963703E-06
1.11954000E-01 8.78131060E-08 2.10758884E-06
1.12531000E-01 8.76155950E-08 2.10431420E-06
1.13108000E-01 8.84557670E-08 2.14219513E-06
1.13685000E-01 8.97438380E-08 2.14881199E-06
1.14263000E-01 8.84933890E-08 2.18067804E-06
1.14840000E-01 8.93914890E-08 2.20727700E-06
1.15417000E-01 8.95220540E-08 2.17048515E-06
1.15994000E-01 8.97664900E-08 2.12174001E-06
1.16571000E-01 8.95226110E-08 2.13164896E-06
1.17148000E-01 8.92360850E-08 2.16490045E-06
1.17725000E-01 8.88180080E-08 2.18090284E-06
1.18302000E-01 8.88378660E-08 2.15319753E-06
1.18879000E-01 8.79054960E-08 2.21074962E-06
1.19456000E-01 8.97076070E-08 2.17865552E-06
1.20033000E-01 8.92760360E-08 2.22695690E-06
1.20610000E-01 8.92906440E-08 2.15150576E-06
1.21188000E-01 8.90614610E-08 2.18737372E-06
1.21765000E-01 8.97566680E-08 2.23817116E-06
1.22342000E-01 8.89832760E-08 2.17440243E-06
1.22919000E-01 8.88680640E-08 2.11146538E-06
1.23496000E-01 8.87748680E-08 2.19496147E-06
1.24073000E-01 8.85992160E-08 2.17985364E-06
1.24650000E-01 8.94616350E-08 2.20957077E-06
1.25227000E-01 8.87469090E-08 2.22912100E-06
1.25804000E-01 8.89157790E-08 2.19675362E-06
1.26381000E-01 8.95289650E-08 2.18890113E-06
1.26958000E-01 8.87195860E-08 2.17207523E-06
1.27535000E-01 8.88319320E-08 2.22431373E-06
1.28113000E-01 8.84125470E-08 2.18077350E-06
1.28690000E-01 8.93659060E-08 2.20005436E-06
1.29267000E-01 9.02344690E-08 2.25144604E-06
1.29844000E-01 8.95726110E-08 2.21875921E-06
1.30421000E-01 8.97187410E-08 2.15971851E-06
1.30998000E-01 8.91240650E-08 2.16513979E-06
1.31575000E-01 8.89754630E-08 2.20377178E-06
1.32152000E-01 8.85646070E-08 2.19830678E-06
1.32729000E-01 8.90117220E-08 2.21717125E-06
1.33306000E-01 8.94578850E-08 2.16560246E-06
1.33883000E-01 8.87252090E-08 2.14331764E-06
1.34460000E-01 8.77090260E-08 2.15348640E-06
1.35038000E-01 8.93002270E-08 2.18760619E-06
1.35615000E-01 8.94739610E-08 2.23947653E-06
1.36192000E-01 8.99816890E-08 2.22185715E-06
1.36769000E-01 8.81674210E-08 2.16608654E-06
1.37346000E-01 8.95673600E-08 2.18367489E-06
1.37923000E-01 8.87052090E-08 2.15865575E-06
1.38500000E-01 8.79708400E-08 2.04597345E-06
1.39077000E-01 8.92720970E-08 2.07601540E-06
1.39654000E-01 8.93633670E-08 2.10399179E-06
1.40231000E-01 8.88612520E-08 2.14478681E-06
1.40808000E-01 8.91725300E-08 2.11623894E-06
1.41385000E-01 8.89397130E-08 2.12669709E-06
1.41963000E-01 8.95129820E-08 2.19308844E-06
1.42540000E-01 8.99220830E-08 2.15490311E-06
1.43117000E-01 8.95454920E-08 2.15164630E-06
1.43694000E-01 8.99608170E-08 2.18942276E-06
1.44271000E-01 8.89705990E-08 2.11742356E-06
1.44848000E-01 8.79459400E-08 2.15140703E-06
1.45425000E-01 8.81049150E-08 2.12939057E-06
1.46002000E-01 8.81412960E-08 2.18562847E-06
1.46579000E-01 8.75088180E-08 2.16568886E-06
1.47156000E-01 8.78500400E-08 2.18026349E-06
1.47733000E-01 8.77350690E-08 2.16147515E-06
1.48310000E-01 8.88406490E-08 2.17757349E-06
1.48888000E-01 8.70466310E-08 2.15619128E-06
1.49465000E-01 8.78754000E-08 2.19335822E-06
1.50042000E-01 8.91845790E-08 2.25697136E-06
1.50619000E-01 8.77696600E-08 2.24081003E-06
1.51196000E-01 8.84399250E-08 2.13997587E-06
1.51773000E-01 8.75930160E-08 2.15951807E-06
1.52350000E-01 8.82388680E-08 2.20884438E-06
1.52927000E-01 8.69583300E-08 2.18670375E-06
1.53504000E-01 8.73135340E-08 2.16999308E-06
1.54081000E-01 8.77130340E-08 2.16967837E-06
1.54658000E-01 8.83042820E-08 2.18706036E-06
1.55235000E-01 8.82004490E-08 2.14084809E-06
1.55813000E-01 8.76760590E-08 2.20060738E-06
1.56390000E-01 8.80059230E-08 2.21574333E-06
1.56967000E-01 8.73807460E-08 2.19738889E-06
1.57544000E-01 8.67910370E-08 2.16421971E-06
1.58121000E-01 8.70905850E-08 2.15053687E-06
1.58698000E-01 8.70869420E-08 2.18476540E-06
1.59275000E-01 8.87222210E-08 2.18413927E-06
1.59852000E-01 8.73760870E-08 2.18428030E-06
1.60429000E-01 8.70555430E-08 2.20892041E-06
1.61006000E-01 8.64095710E-08 2.18943549E-06
1.61583000E-01 8.66686440E-08 2.18584121E-06
1.62160000E-01 8.68339850E-08 2.18520914E-06
1.62738000E-01 8.73938400E-08 2.18375623E-06
1.63315000E-01 8.72715200E-08 2.20171193E-06
1.63892000E-01 8.69321620E-08 2.17206262E-06
1.64469000E-01 8.70530900E-08 2.19484446E-06
1.65046000E-01 8.60945350E-08 2.13714235E-06
1.65623000E-01 8.76884690E-08 2.17119648E-06
1.66200000E-01 8.70716260E-08 2.18659332E-06
1.66777000E-01 8.66128290E-08 2.19434961E-06
1.67354000E-01 8.60097890E-08 2.18912091E-06
1.67931000E-01 8.52473890E-08 2.16100845E-06
1.68508000E-01 8.57310920E-08 2.18329604E-06
1.69085000E-01 8.55578390E-08 2.15382837E-06
1.69663000E-01 8.60521280E-08 2.16854731E-06
1.70240000E-01 8.64253960E-08 2.16228325E-06
1.70817000E-01 8.59458960E-08 2.18939712E-06
1.71394000E-01 8.54827130E-08 2.17460318E-06
1.71971000E-01 8.58838520E-08 2.16684469E-06
1.72548000E-01 8.61128830E-08 2.15765659E-06
1.73125000E-01 8.60927280E-08 2.11722536E-06
1.73702000E-01 8.69552110E-08 2.02555594E-06
1.74279000E-01 8.63295700E-08 2.01764757E-06
1.74856000E-01 8.55080450E-08 2.05935010E-06
1.75433000E-01 8.57536550E-08 2.07545806E-06
1.76010000E-01 8.61557730E-08 2.08850112E-06
1.76588000E-01 8.55156690E-08 2.07889784E-06
1.77165000E-01 8.59960280E-08 2.11417975E-06
1.77742000E-01 8.52638480E-08 2.13493002E-06
1.78319000E-01 8.50794930E-08 2.11235905E-06
1.78896000E-01 8.52686010E-08 2.11690085E-06
1.79473000E-01 8.51283290E-08 2.10835458E-06
1.80050000E-01 8.57865930E-08 2.11174386E-06
1.80627000E-01 8.48741610E-08 2.13073287E-06
1.81204000E-01 8.52121460E-08 2.09575391E-06
1.81781000E-01 8.55206610E-08 2.12004097E-06
1.82358000E-01 8.49386030E-08 2.12711191E-06
1.82935000E-01 8.50934010E-08 2.15369575E-06
1.83513000E-01 8.50498010E-08 2.15198124E-06
1.84090000E-01 8.45033330E-08 2.15730156E-06
1.84667000E-01 8.52100060E-08 2.19335836E-06
1.85244000E-01 8.48512210E-08 2.16643204E-06
1.85821000E-01 8.44531660E-08 2.13377503E-06
1.86398000E-01 8.45416850E-08 2.16742346E-06
1.86975000E-01 8.43005580E-08 2.16214997E-06
1.87552000E-01 8.35261190E-08 2.13857277E-06
1.88129000E-01 8.39877410E-08 2.13042446E-06
1.88706000E-01 8.42908260E-08 2.13899508E-06
1.89283000E-01 8.47062730E-08 2.18741699E-06
1.89860000E-01 8.47852210E-08 2.15292528E-06
1.90438000E-01 8.34677810E-08 2.14886731E-06
1.91015000E-01 8.42969700E-08 2.17229563E-06
1.91592000E-01 8.49251850E-08 2.16386612E-06
1.92169000E-01 8.39547060E-08 2.12988181E-06
1.92746000E-01 8.39036190E-08 2.13722312E-06
1.93323000E-01 8.39593680E-08 2.14696421E-06
1.93900000E-01 8.33618810E-08 2.14718918E-06
1.94477000E-01 8.35828900E-08 2.17237515E-06
1.95054000E-01 8.42002710E-08 2.15811341E-06
1.95631000E-01 8.42267490E-08 2.15312573E-06
1.96208000E-01 8.39776370E-08 2.16993432E-06
1.96785000E-01 8.42047270E-08 2.14929176E-06
1.97363000E-01 8.36600770E-08 2.16547577E-06
1.97940000E-01 8.36290720E-08 2.13115449E-06
1.98517000E-01 8.39238210E-08 2.12156268E-06
1.99094000E-01 8.31360710E-08 2.13559806E-06
1.99671000E-01 8.38605180E-08 2.15819405E-06
2.00248000E-01 8.40219460E-08 2.13194351E-06
2.00825000E-01 8.39692530E-08 2.14133634E-06
2.01402000E-01 8.46388870E-08 2.15813664E-06
2.01979000E-01 8.39742050E-08 2.13680490E-06
2.02556000E-01 8.38771580E-08 2.14160802E-06
2.03133000E-01 8.41213450E-08 2.16187002E-06
2.03710000E-01 8.38182870E-08 2.16117731E-06
2.04288000E-01 8.32844400E-08 2.14811721E-06
2.04865000E-01 8.28452410E-08 2.12835322E-06
2.05442000E-01 8.26632420E-08 2.10689450E-06
2.06019000E-01 8.34115390E-08 2.15787773E-06
2.06596000E-01 8.33869350E-08 2.16303653E-06
2.07173000E-01 8.22080170E-08 2.14895044E-06
2.07750000E-01 8.25585850E-08 2.10341539E-06
2.08327000E-01 8.34375890E-08 2.05101986E-06
2.08904000E-01 8.39208960E-08 1.97118708E-06
2.09481000E-01 8.37385570E-08 1.99444216E-06
2.10058000E-01 8.29264870E-08 2.05509262E-06
2.10635000E-01 8.28188320E-08 2.10653428E-06
2.11213000E-01 8.28826020E-08 2.10406160E-06
2.11790000E-01 8.30972340E-08 2.08345604E-06
2.12367000E-01 8.36484410E-08 2.08682127E-06
2.12944000E-01 8.42639780E-08 2.12473970E-06
2.13521000E-01 8.30883500E-08 2.09944844E-06
2.14098000E-01 8.26207970E-08 2.08789878E-06
2.14675000E-01 8.30541550E-08 2.09667998E-06
2.15252000E-01 8.36038180E-08 2.09716389E-06
2.15829000E-01 8.32903530E-08 2.12235370E-06
2.16406000E-01 8.26487610E-08 2.14672118E-06
2.16983000E-01 8.29958990E-08 2.13153948E-06
2.17431636E-01 8.33189935E-08 3.11770164E-10
2.19442053E-01 8.22254317E-08 2.87779528E-10
2.21452391E-01 8.19583203E-08 2.58035079E-10
2.23462651E-01 8.17735398E-08 2.32492976E-10
2.25472830E-01 8.14450937E-08 2.35811709E-10
2.27482929E-01 8.11535477E-08 2.28886036E-10
2.29492947E-01 8.09539050E-08 2.12909998E-10
2.31502883E-01 8.10858729E-08 2.13314139E-10
2.33512736E-01 8.12282942E-08 2.06789992E-10
2.35522506E-01 8.09316209E-08 1.93707715E-10
2.37532192E-01 7.98620213E-08 1.91334191E-10
2.39541793E-01 8.06177121E-08 1.90793672E-10
2.41551309E-01 8.03812128E-08 1.86876190E-10
2.43560738E-01 8.07008312E-08 1.87632835E-10
2.45570081E-01 8.03137479E-08 1.73897275E-10
2.47579336E-01 7.99469410E-08 1.67024200E-10
2.49588502E-01 8.04635407E-08 1.71289869E-10
2.51597580E-01 8.03311038E-08 1.64637670E-10
2.53606567E-01 8.02339858E-08 1.71712671E-10
2.55615465E-01 8.01144047E-08 1.58919392E-10
2.57624271E-01 7.99265975E-08 1.60094860E-10
2.59632985E-01 8.02776598E-08 1.60340761E-10
2.61641607E-01 7.97798348E-08 1.55594587E-10
2.63650135E-01 7.96636351E-08 1.55195618E-10
2.65658569E-01 7.99240275E-08 1.50592088E-10
2.67666909E-01 8.00088384E-08 1.52859882E-10
2.69675153E-01 7.95683544E-08 1.50327660E-10
2.71683301E-01 8.00142500E-08 1.47984592E-10
2.73691352E-01 7.97044431E-08 1.45936526E-10
2.75699305E-01 7.98595887E-08 1.46571145E-10
2.77707161E-01 7.99270317E-08 1.46976683E-10
2.79714917E-01 7.98541498E-08 1.42163002E-10
2.81722573E-01 7.99022474E-08 1.39068348E-10
2.83730130E-01 7.97965817E-08 1.37247713E-10
2.85737585E-01 7.97086680E-08 1.39609201E-10
2.87744938E-01 7.96006936E-08 1.33965609E-10
2.89752189E-01 7.96903172E-08 1.34412406E-10
2.91759336E-01 8.00272880E-08 1.32342723E-10
2.93766380E-01 7.94648507E-08 1.33772140E-10
2.95773319E-01 7.97754619E-08 1.34879758E-10
2.97780153E-01 7.97794338E-08 1.29504492E-10
2.99786880E-01 7.99297029E-08 1.31585628E-10
3.01793501E-01 7.95167076E-08 1.28737732E-10
3.03800015E-01 7.95614237E-08 1.29344466E-10
3.05806420E-01 7.96196367E-08 1.25861412E-10
3.07812716E-01 7.95653766E-08 1.25430495E-10
3.09818903E-01 7.96429221E-08 1.22095187E-10
3.11824980E-01 7.93908031E-08 1.25829478E-10
3.13830945E-01 7.94149027E-08 1.24405170E-10
3.15836799E-01 7.95883417E-08 1.21555113E-10
3.17842541E-01 7.95252103E-08 1.23463182E-10
3.19848169E-01 7.96584884E-08 1.19103289E-10
3.21853684E-01 7.95058701E-08 1.20700211E-10
3.23859084E-01 7.96027679E-08 1.16801173E-10
3.25864369E-01 7.94307196E-08 1.18473412E-10
3.27869538E-01 7.94223693E-08 1.17359823E-10
3.29874590E-01 7.96714229E-08 1.14282880E-10
3.31879525E-01 7.94078883E-08 1.17963400E-10
3.33884342E-01 7.95181775E-08 1.13014426E-10
3.35889041E-01 7.92160175E-08 1.18599123E-10
3.37893620E-01 7.90600666E-08 1.17514406E-10
3.39898078E-01 7.92457673E-08 1.11507332E-10
3.41902416E-01 7.92991042E-08 1.13348246E-10
3.43906633E-01 7.95790181E-08 1.11123287E-10
3.45910727E-01 7.93365330E-08 1.12560184E-10
3.47914699E-01 7.93395326E-08 1.10683170E-10
3.49918546E-01 7.92992980E-08 1.08517237E-10
3.51922270E-01 7.94812365E-08 1.12639112E-10
3.53925868E-01 7.92331603E-08 1.07893811E-10
3.55929341E-01 7.94295771E-08 1.10842672E-10
3.57932687E-01 7.90909622E-08 1.05038789E-10
3.59935906E-01 7.93613396E-08 1.07527444E-10
3.61938998E-01 7.93164858E-08 1.09972793E-10
3.63941960E-01 7.94067562E-08 1.05220578E-10
3.65944794E-01 7.92503889E-08 1.05460316E-10
3.67947498E-01 7.91894847E-08 1.05248843E-10
3.69950071E-01 7.94655220E-08 1.08545760E-10
3.71952513E-01 7.91859311E-08 1.04017022E-10
3.73954822E-01 7.91772430E-08 1.02648164E-10
3.75956999E-01 7.92372411E-08 1.04128633E-10
3.77959043E-01 7.93261216E-08 1.02662374E-10
3.79960953E-01 7.94343744E-08 1.03367469E-10
3.81962728E-01 7.91694293E-08 1.02043153E-10
3.83964367E-01 7.93154499E-08 9.99053760E-11
3.85965870E-01 7.93689676E-08 1.03711220E-10
3.87967236E-01 7.92788721E-08 1.00850524E-10
3.89968465E-01 7.93567937E-08 1.02078540E-10
3.91969555E-01 7.91351105E-08 9.88158081E-11
3.93970507E-01 7.91493488E-08 9.90702121E-11
3.95971319E-01 7.89361407E-08 1.00607810E-10
3.97971990E-01 7.92669609E-08 9.76994851E-11
3.99972521E-01 7.91854639E-08 9.96298107E-11
4.01972910E-01 7.89254148E-08 9.64866726E-11
4.03973156E-01 7.93418951E-08 9.66815850E-11
4.05973259E-01 7.93250301E-08 9.44235388E-11
4.07973219E-01 7.93643440E-08 9.23595944E-11
4.09973033E-01 7.91319626E-08 9.60082271E-11
4.11972703E-01 7.91680063E-08 9.38325853E-11
4.13972227E-01 7.92515944E-08 9.42186376E-11
4.15971604E-01 7.90624612E-08 9.26832858E-11
4.17970834E-01 7.92353798E-08 9.29406158E-11
4.19969916E-01 7.90082294E-08 9.41238513E-11
4.21968850E-01 7.92366042E-08 9.33145430E-11
4.23967634E-01 7.92892683E-08 9.27570632E-11
4.25966268E-01 7.90500056E-08 9.15330307E-11
4.27964751E-01 7.90118462E-08 9.26482718E-11
4.29963083E-01 7.91638407E-08 9.13594318E-11
4.31961263E-01 7.91578442E-08 9.46643396E-11
4.33959290E-01 7.91110646E-08 9.17747594E-11
4.35957163E-01 7.91271835E-08 9.09968637E-11
4.37954883E-01 7.91674919E-08 9.14204306E-11
4.39952447E-01 7.90201307E-08 9.04610240E-11
4.41949856E-01 7.90757944E-08 9.09059114E-11
4.43947109E-01 7.90882670E-08 9.12350347E-11
4.45944205E-01 7.90652056E-08 8.87822815E-11
4.47941143E-01 7.91320751E-08 9.09338506E-11
4.49937923E-01 7.91328125E-08 8.85119383E-11
4.51934545E-01 7.92602805E-08 9.08599431E-11
4.53931006E-01 7.90913641E-08 8.77227555E-11
4.55927307E-01 7.91299100E-08 8.84038094E-11
4.57923447E-01 7.90783440E-08 8.88736911E-11
4.59919426E-01 7.90612722E-08 8.72982892E-11
4.61915242E-01 7.91846438E-08 8.85885165E-11
4.63910895E-01 7.90859469E-08 8.79167384E-11
4.65906384E-01 7.90834217E-08 8.70103054E-11
4.67901708E-01 7.90180610E-08 8.85745010E-11
4.69896868E-01 7.89758783E-08 8.54290491E-11
4.71891862E-01 7.89444137E-08 8.81487435E-11
4.73886689E-01 7.90639679E-08 8.60963919E-11
4.75881349E-01 7.90067693E-08 8.61032248E-11
4.77875842E-01 7.89162227E-08 8.81255271E-11
4.79870166E-01 7.89593269E-08 8.48468309E-11
4.81864320E-01 7.91437008E-08 8.74954019E-11
4.83858305E-01 7.90703387E-08 8.42223080E-11
4.85852119E-01 7.89220228E-08 8.52313381E-11
4.87845762E-01 7.90562609E-08 8.69737357E-11
4.89839233E-01 7.90255222E-08 8.45660013E-11
4.91832531E-01 7.90598050E-08 8.76727448E-11
4.93825656E-01 7.90805024E-08 8.29875049E-11
4.95818608E-01 7.90673881E-08 8.62630029E-11
4.97811384E-01 7.89702801E-08 8.60149844E-11
4.99803985E-01 7.91744683E-08 8.50045801E-11
5.01796410E-01 7.91182213E-08 8.61014096E-11
5.03788659E-01 7.92910401E-08 8.45814645E-11
5.05780730E-01 7.89738010E-08 8.51462016E-11
5.07772623E-01 7.91254345E-08 8.52285830E-11
5.09764338E-01 7.90935215E-08 8.51837526E-11
5.11755873E-01 7.90429890E-08 8.42236506E-11
5.13747228E-01 7.89755353E-08 8.38691235E-11
5.15738402E-01 7.90336146E-08 8.61399174E-11
5.17729395E-01 7.90074357E-08 8.32574463E-11
5.19720206E-01 7.92170075E-08 8.44821420E-11
5.21710834E-01 7.91363959E-08 8.44889407E-11
