### DATA:
#
#         Q               I              Error
#674
5.30920000E-02 3.55002840E-05 5.41056065E-05
5.36690000E-02 3.52440725E-05 5.46860599E-05
5.42460000E-02 3.54962619E-05 5.37183446E-05
5.48230000E-02 3.52065991E-05 5.41919313E-05
5.54000000E-02 3.55044746E-05 5.53278599E-05
5.59770000E-02 3.61181703E-05 5.40379170E-05
5.65540000E-02 3.52854759E-05 5.68151218E-05
5.71310000E-02 3.52069744E-05 5.75633191E-05
5.77080000E-02 3.51029835E-05 5.98799545E-05
5.82850000E-02 3.54036848E-05 5.87288493E-05
5.88630000E-02 3.59258771E-05 5.90222446E-05
5.94400000E-02 3.51935397E-05 6.06409451E-05
6.00170000E-02 3.54343366E-05 5.91419152E-05
6.05940000E-02 3.51472483E-05 6.07974878E-05
6.11710000E-02 3.53272182E-05 6.05540393E-05
6.17480000E-02 3.52877525E-05 6.22068859E-05
6.23250000E-02 3.52798365E-05 6.11904641E-05
6.29020000E-02 3.46989067E-05 6.04202455E-05
6.34790000E-02 3.44106981E-05 6.28862593E-05
6.40560000E-02 3.46799453E-05 6.10447003E-05
6.46330000E-02 3.50098500E-05 6.26026677E-05
6.52100000E-02 3.46551494E-05 6.22842865E-05
6.57880000E-02 3.45102784E-05 6.15787665E-05
6.63650000E-02 3.44610070E-05 6.42940520E-05
6.69420000E-02 3.48272003E-05 6.09741588E-05
6.75190000E-02 3.51291940E-05 6.44808270E-05
6.80960000E-02 3.51168618E-05 6.13328809E-05
6.86730000E-02 3.46455151E-05 6.07209981E-05
6.92500000E-02 3.44384346E-05 6.27230738E-05
6.98270000E-02 3.46522577E-05 6.11059394E-05
7.04040000E-02 3.45517467E-05 6.29997837E-05
7.09810000E-02 3.43904573E-05 6.24987600E-05
7.15580000E-02 3.47058640E-05 6.37325099E-05
7.21350000E-02 3.47337323E-05 6.49877428E-05
7.27130000E-02 3.48872038E-05 6.35087778E-05
7.32900000E-02 3.51198825E-05 6.42090110E-05
7.38670000E-02 3.47299049E-05 6.20793554E-05
7.44440000E-02 3.44484340E-05 6.45940825E-05
7.50210000E-02 3.50833215E-05 6.49470593E-05
7.55980000E-02 3.49402961E-05 6.49831616E-05
7.61750000E-02 3.43664576E-05 6.58738852E-05
7.67520000E-02 3.44775219E-05 6.22196190E-05
7.73290000E-02 3.45232327E-05 6.52217584E-05
7.79060000E-02 3.45086978E-05 6.47238255E-05
7.84830000E-02 3.49184493E-05 6.46732554E-05
7.90600000E-02 3.45474639E-05 6.51707852E-05
7.96380000E-02 3.43242163E-05 6.50434596E-05
8.02150000E-02 3.40236799E-05 6.49977101E-05
8.07920000E-02 3.46184713E-05 6.49376129E-05
8.13690000E-02 3.39923542E-05 6.43247574E-05
8.19460000E-02 3.43078055E-05 6.57472685E-05
8.25230000E-02 3.38702236E-05 6.47486054E-05
8.31000000E-02 3.44381618E-05 6.63265277E-05
8.36770000E-02 3.43480118E-05 6.52043635E-05
8.42540000E-02 3.44014181E-05 6.51030697E-05
8.48310000E-02 3.45045571E-05 6.63433833E-05
8.54080000E-02 3.48647048E-05 6.61129778E-05
8.59850000E-02 3.45437889E-05 6.64536214E-05
8.65630000E-02 3.41692303E-05 6.57663666E-05
8.71400000E-02 3.38483793E-05 6.47101897E-05
8.77170000E-02 3.40899593E-05 6.68838837E-05
8.82940000E-02 3.42314407E-05 6.66610133E-05
8.88710000E-02 3.42469721E-05 6.61522458E-05
8.94480000E-02 3.42287637E-05 6.69901438E-05
9.00250000E-02 3.40228796E-05 6.64071619E-05
9.06020000E-02 3.38292563E-05 6.78483859E-05
9.11790000E-02 3.44465608E-05 6.56450692E-05
9.17560000E-02 3.41838320E-05 6.70398872E-05
9.23330000E-02 3.44177088E-05 6.66849359E-05
9.29100000E-02 3.45819646E-05 6.80352849E-05
9.34880000E-02 3.44068956E-05 6.60230711E-05
9.40650000E-02 3.44272719E-05 6.72236903E-05
9.46420000E-02 3.37697732E-05 6.65329848E-05
9.52190000E-02 3.39522404E-05 6.71924499E-05
9.57960000E-02 3.39241270E-05 6.71821593E-05
9.63730000E-02 3.40628844E-05 6.68569867E-05
9.69500000E-02 3.46121714E-05 6.73862997E-05
9.75270000E-02 3.36513646E-05 6.64601586E-05
9.81040000E-02 3.41723118E-05 6.72559759E-05
9.86810000E-02 3.42040661E-05 6.60014332E-05
9.92580000E-02 3.42173987E-05 6.64298940E-05
9.98350000E-02 3.44821994E-05 6.81497904E-05
1.00413000E-01 3.41568972E-05 6.66362169E-05
1.00990000E-01 3.35169564E-05 6.77032228E-05
1.01567000E-01 3.38240964E-05 6.70539288E-05
1.02144000E-01 3.42039320E-05 6.75401533E-05
1.02721000E-01 3.44290591E-05 6.57525158E-05
1.03298000E-01 3.41344836E-05 6.19736952E-05
1.03875000E-01 3.42963099E-05 6.38427690E-05
1.04452000E-01 3.40794569E-05 6.58199063E-05
1.05029000E-01 3.42462046E-05 6.53486786E-05
1.05606000E-01 3.44595166E-05 6.55815253E-05
1.06183000E-01 3.42157610E-05 6.34888972E-05
1.06760000E-01 3.37474780E-05 6.55778419E-05
1.07338000E-01 3.38109683E-05 6.73161188E-05
1.07915000E-01 3.42126731E-05 6.66193593E-05
1.08492000E-01 3.45017690E-05 6.55993375E-05
1.09069000E-01 3.41222344E-05 6.54224657E-05
1.09646000E-01 3.41425766E-05 6.77030531E-05
1.10223000E-01 3.38822561E-05 6.74197926E-05
1.10800000E-01 3.37114316E-05 6.61866538E-05
1.11377000E-01 3.37328953E-05 6.66183476E-05
1.11954000E-01 3.39651771E-05 6.64742429E-05
1.12531000E-01 3.44539934E-05 6.61003092E-05
1.13108000E-01 3.40262517E-05 6.67593876E-05
1.13685000E-01 3.36366506E-05 6.57090067E-05
1.14263000E-01 3.40943038E-05 6.69991061E-05
1.14840000E-01 3.38103938E-05 6.72853031E-05
1.15417000E-01 3.38284071E-05 6.69272890E-05
1.15994000E-01 3.38875225E-05 6.54632759E-05
1.16571000E-01 3.38052496E-05 6.60265755E-05
1.17148000E-01 3.38561025E-05 6.68712574E-05
1.17725000E-01 3.40159344E-05 6.81568108E-05
1.18302000E-01 3.34045113E-05 6.71637422E-05
1.18879000E-01 3.43779427E-05 6.90995283E-05
1.19456000E-01 3.36017808E-05 6.75895819E-05
1.20033000E-01 3.33862523E-05 6.79899567E-05
1.20610000E-01 3.37176670E-05 6.69985955E-05
1.21188000E-01 3.38331039E-05 6.80557458E-05
1.21765000E-01 3.35855377E-05 6.89284211E-05
1.22342000E-01 3.38273528E-05 6.70506456E-05
1.22919000E-01 3.40472225E-05 6.68765652E-05
1.23496000E-01 3.37906017E-05 6.84240657E-05
1.24073000E-01 3.38749375E-05 6.78590279E-05
1.24650000E-01 3.36545121E-05 6.81346789E-05
1.25227000E-01 3.40152488E-05 6.87062791E-05
1.25804000E-01 3.34849039E-05 6.67989720E-05
1.26381000E-01 3.34089042E-05 6.70975635E-05
1.26958000E-01 3.38973948E-05 6.71425478E-05
1.27535000E-01 3.39833603E-05 6.86579663E-05
1.28113000E-01 3.39171009E-05 6.70468455E-05
1.28690000E-01 3.36191048E-05 6.79676650E-05
1.29267000E-01 3.36827773E-05 6.87479969E-05
1.29844000E-01 3.33012305E-05 6.78936451E-05
1.30421000E-01 3.35652515E-05 6.77176467E-05
1.30998000E-01 3.39175779E-05 6.77982659E-05
1.31575000E-01 3.36415136E-05 6.81583414E-05
1.32152000E-01 3.40621732E-05 6.83477420E-05
1.32729000E-01 3.35824256E-05 6.82147920E-05
1.33306000E-01 3.37575420E-05 6.75825731E-05
1.33883000E-01 3.38378938E-05 6.77777512E-05
1.34460000E-01 3.38673372E-05 6.72978673E-05
1.35038000E-01 3.36865433E-05 6.79731285E-05
1.35615000E-01 3.34530698E-05 6.87430113E-05
1.36192000E-01 3.33044485E-05 6.78480246E-05
1.36769000E-01 3.37797447E-05 6.75476368E-05
1.37346000E-01 3.30186715E-05 6.72988870E-05
1.37923000E-01 3.39366625E-05 6.60131783E-05
1.38500000E-01 3.40400226E-05 6.24221848E-05
1.39077000E-01 3.36291538E-05 6.35351889E-05
1.39654000E-01 3.37488204E-05 6.50835513E-05
1.40231000E-01 3.36588793E-05 6.65321450E-05
1.40808000E-01 3.40552857E-05 6.50812761E-05
1.41385000E-01 3.39364730E-05 6.61886284E-05
1.41963000E-01 3.35353724E-05 6.61722916E-05
1.42540000E-01 3.34490619E-05 6.64772074E-05
1.43117000E-01 3.39927371E-05 6.72939649E-05
1.43694000E-01 3.38705433E-05 6.74565279E-05
1.44271000E-01 3.40787844E-05 6.56504455E-05
1.44848000E-01 3.37171416E-05 6.58297133E-05
1.45425000E-01 3.34294337E-05 6.61688352E-05
1.46002000E-01 3.38667747E-05 6.73119914E-05
1.46579000E-01 3.39185575E-05 6.64337124E-05
1.47156000E-01 3.40265790E-05 6.76134028E-05
1.47733000E-01 3.38093886E-05 6.68541417E-05
1.48310000E-01 3.34056655E-05 6.65790715E-05
1.48888000E-01 3.37448075E-05 6.64297074E-05
1.49465000E-01 3.38032223E-05 6.65801865E-05
1.50042000E-01 3.34869578E-05 6.91067010E-05
1.50619000E-01 3.35632217E-05 6.88195241E-05
1.51196000E-01 3.34661916E-05 6.72171006E-05
1.51773000E-01 3.34275402E-05 6.73217658E-05
1.52350000E-01 3.31863097E-05 6.82579159E-05
1.52927000E-01 3.38623052E-05 6.89176750E-05
1.53504000E-01 3.36905760E-05 6.81049087E-05
1.54081000E-01 3.35923928E-05 6.73525851E-05
1.54658000E-01 3.33956227E-05 6.68993788E-05
1.55235000E-01 3.36022134E-05 6.75244632E-05
1.55813000E-01 3.36013039E-05 6.86321409E-05
1.56390000E-01 3.34444168E-05 6.88377277E-05
1.56967000E-01 3.35715449E-05 6.79674129E-05
1.57544000E-01 3.39455815E-05 6.73155706E-05
1.58121000E-01 3.33559107E-05 6.68995773E-05
1.58698000E-01 3.35756494E-05 6.79910457E-05
1.59275000E-01 3.30948093E-05 6.74902844E-05
1.59852000E-01 3.36734085E-05 6.79491310E-05
1.60429000E-01 3.36013477E-05 6.82333673E-05
1.61006000E-01 3.39988005E-05 6.79081125E-05
1.61583000E-01 3.38511749E-05 6.78971305E-05
1.62160000E-01 3.34460251E-05 6.70860021E-05
1.62738000E-01 3.35969567E-05 6.76147420E-05
1.63315000E-01 3.35561293E-05 6.74847573E-05
1.63892000E-01 3.31610297E-05 6.73955771E-05
1.64469000E-01 3.31951394E-05 6.83736994E-05
1.65046000E-01 3.38092604E-05 6.73370153E-05
1.65623000E-01 3.34647586E-05 6.70730607E-05
1.66200000E-01 3.34528541E-05 6.83527936E-05
1.66777000E-01 3.30893245E-05 6.78087270E-05
1.67354000E-01 3.35784187E-05 6.74102498E-05
1.67931000E-01 3.35126645E-05 6.77957733E-05
1.68508000E-01 3.33313029E-05 6.78410421E-05
1.69085000E-01 3.33152766E-05 6.69007995E-05
1.69663000E-01 3.33326341E-05 6.72628707E-05
1.70240000E-01 3.38716720E-05 6.70475519E-05
1.70817000E-01 3.36244387E-05 6.83329486E-05
1.71394000E-01 3.31790322E-05 6.77402347E-05
1.71971000E-01 3.38180172E-05 6.83036631E-05
1.72548000E-01 3.35664629E-05 6.68080173E-05
1.73125000E-01 3.35264397E-05 6.49390906E-05
1.73702000E-01 3.34807840E-05 6.22937376E-05
1.74279000E-01 3.35915337E-05 6.30679882E-05
1.74856000E-01 3.34007197E-05 6.46362281E-05
1.75433000E-01 3.37779682E-05 6.51147675E-05
1.76010000E-01 3.39534324E-05 6.50521103E-05
1.76588000E-01 3.35209220E-05 6.45896282E-05
1.77165000E-01 3.34634914E-05 6.48825977E-05
1.77742000E-01 3.36580163E-05 6.58200495E-05
1.78319000E-01 3.36556347E-05 6.55218152E-05
1.78896000E-01 3.36258475E-05 6.66024784E-05
1.79473000E-01 3.36629732E-05 6.61864241E-05
1.80050000E-01 3.32890100E-05 6.51820430E-05
1.80627000E-01 3.37047842E-05 6.57715957E-05
1.81204000E-01 3.33636408E-05 6.63247883E-05
1.81781000E-01 3.31697597E-05 6.59119203E-05
1.82358000E-01 3.33277842E-05 6.72231654E-05
1.82935000E-01 3.31284614E-05 6.75560653E-05
1.83513000E-01 3.31309233E-05 6.75532818E-05
1.84090000E-01 3.34198740E-05 6.78719042E-05
1.84667000E-01 3.34308158E-05 6.79671609E-05
1.85244000E-01 3.35202044E-05 6.70772661E-05
1.85821000E-01 3.32318207E-05 6.73761256E-05
1.86398000E-01 3.30473516E-05 6.74842563E-05
1.86975000E-01 3.34174198E-05 6.75876286E-05
1.87552000E-01 3.33798515E-05 6.69225371E-05
1.88129000E-01 3.37304654E-05 6.68743716E-05
1.88706000E-01 3.33615345E-05 6.65958068E-05
1.89283000E-01 3.32466732E-05 6.79414130E-05
1.89860000E-01 3.31530144E-05 6.68384276E-05
1.90438000E-01 3.38091564E-05 6.68829034E-05
1.91015000E-01 3.36320412E-05 6.75020859E-05
1.91592000E-01 3.30152906E-05 6.75183306E-05
1.92169000E-01 3.34134524E-05 6.69275851E-05
1.92746000E-01 3.34345182E-05 6.77450288E-05
1.93323000E-01 3.33588133E-05 6.81240892E-05
1.93900000E-01 3.36225393E-05 6.79586909E-05
1.94477000E-01 3.32396439E-05 6.74199023E-05
1.95054000E-01 3.31259428E-05 6.74931430E-05
1.95631000E-01 3.28922415E-05 6.70786195E-05
1.96208000E-01 3.33101979E-05 6.71611597E-05
1.96785000E-01 3.32143308E-05 6.77349353E-05
1.97363000E-01 3.34170226E-05 6.79646336E-05
1.97940000E-01 3.35348001E-05 6.77676807E-05
1.98517000E-01 3.33805382E-05 6.70417207E-05
1.99094000E-01 3.36720735E-05 6.73878444E-05
1.99671000E-01 3.34142850E-05 6.71857036E-05
2.00248000E-01 3.33113287E-05 6.70578421E-05
2.00825000E-01 3.35244170E-05 6.79944835E-05
2.01402000E-01 3.32268662E-05 6.72581193E-05
2.01979000E-01 3.32010221E-05 6.72478237E-05
2.02556000E-01 3.32668758E-05 6.78380395E-05
2.03133000E-01 3.31056404E-05 6.78675632E-05
2.03710000E-01 3.31797192E-05 6.75945252E-05
2.04288000E-01 3.34674534E-05 6.76282828E-05
2.04865000E-01 3.34414520E-05 6.74227089E-05
2.05442000E-01 3.35425384E-05 6.74992285E-05
2.06019000E-01 3.34169140E-05 6.73162064E-05
2.06596000E-01 3.33867351E-05 6.74180527E-05
2.07173000E-01 3.33668367E-05 6.77725565E-05
2.07750000E-01 3.34863256E-05 6.69081263E-05
2.08327000E-01 3.35789269E-05 6.42868914E-05
2.08904000E-01 3.33605631E-05 6.12890924E-05
2.09481000E-01 3.33767553E-05 6.20971618E-05
2.10058000E-01 3.33390815E-05 6.37461532E-05
2.10635000E-01 3.33441341E-05 6.48475992E-05
2.11213000E-01 3.35053702E-05 6.52227997E-05
2.11790000E-01 3.34022856E-05 6.49994959E-05
2.12367000E-01 3.33064027E-05 6.54357960E-05
2.12944000E-01 3.33513258E-05 6.60357462E-05
2.13521000E-01 3.35398959E-05 6.51390137E-05
2.14098000E-01 3.34156137E-05 6.49199623E-05
2.14675000E-01 3.31707589E-05 6.49254238E-05
2.15252000E-01 3.32641002E-05 6.54626481E-05
2.15829000E-01 3.30989509E-05 6.57413584E-05
2.16406000E-01 3.29984028E-05 6.71554754E-05
2.16983000E-01 3.29294562E-05 6.71251623E-05
2.17560000E-01 3.31978026E-05 6.73760993E-05
2.18138000E-01 3.31328135E-05 6.70070383E-05
2.18715000E-01 3.33203699E-05 6.68180859E-05
2.19292000E-01 3.33696774E-05 6.68999719E-05
2.19869000E-01 3.34408514E-05 6.71281030E-05
2.20446000E-01 3.35389680E-05 6.71486425E-05
2.21023000E-01 3.35237517E-05 6.69605780E-05
2.21600000E-01 3.32427506E-05 6.66859338E-05
2.22177000E-01 3.33170382E-05 6.66135756E-05
2.22754000E-01 3.31109959E-05 6.68763657E-05
2.23331000E-01 3.31534808E-05 6.73938765E-05
2.23908000E-01 3.33362691E-05 6.75881367E-05
2.24485000E-01 3.35030976E-05 6.76577610E-05
2.25063000E-01 3.34320591E-05 6.78981705E-05
2.25640000E-01 3.33202571E-05 6.78541153E-05
2.26217000E-01 3.33642388E-05 6.76001195E-05
2.26794000E-01 3.34968639E-05 6.73390929E-05
2.27371000E-01 3.32073519E-05 6.70081184E-05
2.27948000E-01 3.30290446E-05 6.68959894E-05
2.28525000E-01 3.33932353E-05 6.68656804E-05
2.29102000E-01 3.36352883E-05 6.72332287E-05
2.29679000E-01 3.36720310E-05 6.77746102E-05
2.30256000E-01 3.31475835E-05 6.69972825E-05
2.30833000E-01 3.28679630E-05 6.70577179E-05
2.31410000E-01 3.30333834E-05 6.66718280E-05
2.31988000E-01 3.31886596E-05 6.66176085E-05
2.32565000E-01 3.34830896E-05 6.71444705E-05
2.33142000E-01 3.35073963E-05 6.68122535E-05
2.33512736E-01 3.33835818E-05 8.54731969E-08
2.35522506E-01 3.32020089E-05 8.00658557E-08
2.37532192E-01 3.33009567E-05 7.90847990E-08
2.39541793E-01 3.32319130E-05 7.88613843E-08
2.41551309E-01 3.31668381E-05 7.72421587E-08
2.43560738E-01 3.34977323E-05 7.75549052E-08
2.45570081E-01 3.33416442E-05 7.18775402E-08
2.47579336E-01 3.31207293E-05 6.90366695E-08
2.49588502E-01 3.32461502E-05 7.07998124E-08
2.51597580E-01 3.30153530E-05 6.80502370E-08
2.53606567E-01 3.31861954E-05 7.09745709E-08
2.55615465E-01 3.30615339E-05 6.56866819E-08
2.57624271E-01 3.31317555E-05 6.61725420E-08
2.59632985E-01 3.29808200E-05 6.62741813E-08
2.61641607E-01 3.30057569E-05 6.43124293E-08
2.63650135E-01 3.31246175E-05 6.41475221E-08
2.65658569E-01 3.30973967E-05 6.22447297E-08
2.67666909E-01 3.31048495E-05 6.31820846E-08
2.69675153E-01 3.31202963E-05 6.21354329E-08
2.71683301E-01 3.30267468E-05 6.11669649E-08
2.73691352E-01 3.29833602E-05 6.03204308E-08
2.75699305E-01 3.30142661E-05 6.05827401E-08
2.77707161E-01 3.30365064E-05 6.07503623E-08
2.79714917E-01 3.30063819E-05 5.87607075E-08
2.81722573E-01 3.30262623E-05 5.74815837E-08
2.83730130E-01 3.29825871E-05 5.67290547E-08
2.85737585E-01 3.29462495E-05 5.77051365E-08
2.87744938E-01 3.29016200E-05 5.53724516E-08
2.89752189E-01 3.29386644E-05 5.55571278E-08
2.91759336E-01 3.30779457E-05 5.47016587E-08
2.93766380E-01 3.28454716E-05 5.52924846E-08
2.95773319E-01 3.29738576E-05 5.57503000E-08
2.97780153E-01 3.29754993E-05 5.35285233E-08
2.99786880E-01 3.30376106E-05 5.43887260E-08
3.01793501E-01 3.28669058E-05 5.32115959E-08
3.03800015E-01 3.28853885E-05 5.34623794E-08
3.05806420E-01 3.29094499E-05 5.20227170E-08
3.07812716E-01 3.28870223E-05 5.18446048E-08
3.09818903E-01 3.29190745E-05 5.04660107E-08
3.11824980E-01 3.28148653E-05 5.20095177E-08
3.13830945E-01 3.28248264E-05 5.14208036E-08
3.15836799E-01 3.28965146E-05 5.02427800E-08
3.17842541E-01 3.28704203E-05 5.10314486E-08
3.19848169E-01 3.29255085E-05 4.92293597E-08
3.21853684E-01 3.28624263E-05 4.98894204E-08
3.23859084E-01 3.29024774E-05 4.82778184E-08
3.25864369E-01 3.28313641E-05 4.89690102E-08
3.27869538E-01 3.28279127E-05 4.85087270E-08
3.29874590E-01 3.29308548E-05 4.72369236E-08
3.31879525E-01 3.28219272E-05 4.87582052E-08
3.33884342E-01 3.28675134E-05 4.67126292E-08
3.35889041E-01 3.27426206E-05 4.90209707E-08
3.37893620E-01 3.26781609E-05 4.85726213E-08
3.39898078E-01 3.27549171E-05 4.60896974E-08
3.41902416E-01 3.27769631E-05 4.68506085E-08
3.43906633E-01 3.28926608E-05 4.59309588E-08
3.45910727E-01 3.27924336E-05 4.65248762E-08
3.47914699E-01 3.27936735E-05 4.57490436E-08
3.49918546E-01 3.27770432E-05 4.48537914E-08
3.51922270E-01 3.28522444E-05 4.65574998E-08
3.53925868E-01 3.27497063E-05 4.45961085E-08
3.55929341E-01 3.28308918E-05 4.58149713E-08
3.57932687E-01 3.26909311E-05 4.34160329E-08
3.59935906E-01 3.28026871E-05 4.44446768E-08
3.61938998E-01 3.27841475E-05 4.54554213E-08
3.63941960E-01 3.28214592E-05 4.34911724E-08
3.65944794E-01 3.27568274E-05 4.35902640E-08
3.67947498E-01 3.27316537E-05 4.35028549E-08
3.69950071E-01 3.28457491E-05 4.48655808E-08
3.71952513E-01 3.27301848E-05 4.29937025E-08
3.73954822E-01 3.27265938E-05 4.24279076E-08
3.75956999E-01 3.27513930E-05 4.30398348E-08
3.77959043E-01 3.27881303E-05 4.24337812E-08
3.79960953E-01 3.28328747E-05 4.27252204E-08
3.81962728E-01 3.27233641E-05 4.21778367E-08
3.83964367E-01 3.27837193E-05 4.12942221E-08
3.85965870E-01 3.28058400E-05 4.28673044E-08
3.87967236E-01 3.27686005E-05 4.16848834E-08
3.89968465E-01 3.28008081E-05 4.21924633E-08
3.91969555E-01 3.27091790E-05 4.08438674E-08
3.93970507E-01 3.27150642E-05 4.09490210E-08
3.95971319E-01 3.26269381E-05 4.15845616E-08
3.97971990E-01 3.27636772E-05 4.03824538E-08
3.99972521E-01 3.27299917E-05 4.11803217E-08
4.01972910E-01 3.26225048E-05 3.98811580E-08
4.03973156E-01 3.27946500E-05 3.99617218E-08
4.05973259E-01 3.27876791E-05 3.90283960E-08
4.07973219E-01 3.28039289E-05 3.81752990E-08
4.09973033E-01 3.27078779E-05 3.96834005E-08
4.11972703E-01 3.27227759E-05 3.87841353E-08
4.13972227E-01 3.27573257E-05 3.89437035E-08
4.15971604E-01 3.26791506E-05 3.83090915E-08
4.17970834E-01 3.27506236E-05 3.84154545E-08
4.19969916E-01 3.26567348E-05 3.89045252E-08
4.21968850E-01 3.27511297E-05 3.85700111E-08
4.23967634E-01 3.27728976E-05 3.83395861E-08
4.25966268E-01 3.26740023E-05 3.78336527E-08
4.27964751E-01 3.26582298E-05 3.82946190E-08
4.29963083E-01 3.27210541E-05 3.77618985E-08
4.31961263E-01 3.27185756E-05 3.91279270E-08
4.33959290E-01 3.26992400E-05 3.79335672E-08
4.35957163E-01 3.27059025E-05 3.76120370E-08
4.37954883E-01 3.27225633E-05 3.77871113E-08
4.39952447E-01 3.26616540E-05 3.73905566E-08
4.41949856E-01 3.26846617E-05 3.75744434E-08
4.43947109E-01 3.26898170E-05 3.77104810E-08
4.45944205E-01 3.26802850E-05 3.66966764E-08
4.47941143E-01 3.27079244E-05 3.75859916E-08
4.49937923E-01 3.27082292E-05 3.65849345E-08
4.51934545E-01 3.27609159E-05 3.75554432E-08
4.53931006E-01 3.26910972E-05 3.62587389E-08
4.55927307E-01 3.27070295E-05 3.65402412E-08
4.57923447E-01 3.26857155E-05 3.67344590E-08
4.59919426E-01 3.26786592E-05 3.60832929E-08
4.61915242E-01 3.27296528E-05 3.66165868E-08
4.63910895E-01 3.26888580E-05 3.63389186E-08
4.65906384E-01 3.26878143E-05 3.59642596E-08
4.67901708E-01 3.26607986E-05 3.66107937E-08
4.69896868E-01 3.26433630E-05 3.53106736E-08
4.71891862E-01 3.26303577E-05 3.64348140E-08
4.73886689E-01 3.26797734E-05 3.55865087E-08
4.75881349E-01 3.26561313E-05 3.55893329E-08
4.77875842E-01 3.26187054E-05 3.64252178E-08
4.79870166E-01 3.26365218E-05 3.50700234E-08
4.81864320E-01 3.27127297E-05 3.61647661E-08
