### DATA:
#
#         Q               I              Error
#672
2.88540000E-02 6.45712096E-06 7.05741939E-05
2.94310000E-02 6.45712096E-06 7.05741939E-05
3.00080000E-02 6.45720216E-06 7.05522782E-05
3.05850000E-02 6.46135426E-06 6.93985880E-05
3.11630000E-02 6.45512621E-06 6.95677349E-05
3.17400000E-02 6.48743870E-06 7.08312518E-05
3.23170000E-02 6.50461487E-06 6.64490458E-05
3.28940000E-02 6.40121889E-06 6.46098657E-05
3.34710000E-02 6.48298349E-06 6.43429461E-05
3.40480000E-02 6.44279075E-06 6.35777521E-05
3.46250000E-02 6.51321054E-06 6.54788394E-05
3.52020000E-02 6.36715482E-06 6.35065708E-05
3.57790000E-02 6.39582204E-06 6.34143046E-05
3.63560000E-02 6.47781162E-06 6.03194632E-05
3.69330000E-02 6.43759308E-06 6.26918235E-05
3.75100000E-02 6.42010596E-06 6.07400901E-05
3.80880000E-02 6.41276893E-06 6.11944494E-05
3.86650000E-02 6.44568758E-06 6.24706324E-05
3.92420000E-02 6.40960435E-06 6.04889364E-05
3.98190000E-02 6.39562163E-06 6.11835410E-05
4.03960000E-02 6.44315821E-06 5.98624933E-05
4.09730000E-02 6.53628439E-06 6.10366307E-05
4.15500000E-02 6.47802924E-06 5.93274455E-05
4.21270000E-02 6.53530103E-06 5.90224475E-05
4.27040000E-02 6.41628144E-06 5.85277703E-05
4.32810000E-02 6.45794345E-06 5.77625333E-05
4.38580000E-02 6.49168341E-06 5.88860602E-05
4.44350000E-02 6.53681164E-06 5.84510672E-05
4.50130000E-02 6.46490669E-06 5.68759322E-05
4.55900000E-02 6.49543593E-06 5.79045480E-05
4.61670000E-02 6.46294609E-06 5.62446542E-05
4.67440000E-02 6.48163906E-06 5.60276132E-05
4.73210000E-02 6.41921922E-06 5.48443931E-05
4.78980000E-02 6.52843747E-06 5.57455199E-05
4.84750000E-02 6.48397210E-06 5.49082943E-05
4.90520000E-02 6.42972230E-06 5.41331487E-05
4.96290000E-02 6.47585556E-06 5.66656221E-05
5.02060000E-02 6.41783458E-06 5.40765943E-05
5.07830000E-02 6.48525251E-06 5.50617140E-05
5.13600000E-02 6.49595956E-06 5.40108793E-05
5.19380000E-02 6.42940784E-06 5.15592730E-05
5.25150000E-02 6.39595951E-06 5.35846423E-05
5.30920000E-02 6.48203890E-06 5.43965699E-05
5.36690000E-02 6.48054586E-06 5.28714890E-05
5.42460000E-02 6.51845850E-06 5.36632953E-05
5.48230000E-02 6.55240172E-06 5.35482277E-05
5.54000000E-02 6.48672265E-06 5.20550947E-05
5.59770000E-02 6.60681733E-06 5.24252351E-05
5.65540000E-02 6.46962509E-06 5.40152609E-05
5.71310000E-02 6.46515399E-06 5.42338409E-05
5.77080000E-02 6.43984264E-06 5.66719985E-05
5.82850000E-02 6.52414936E-06 5.58802716E-05
5.88630000E-02 6.52351084E-06 5.82976416E-05
5.94400000E-02 6.44884602E-06 5.72185962E-05
6.00170000E-02 6.48015421E-06 5.79162875E-05
6.05940000E-02 6.40867512E-06 5.75040980E-05
6.11710000E-02 6.54030864E-06 5.75816600E-05
6.17480000E-02 6.47004951E-06 5.87295239E-05
6.23250000E-02 6.41988380E-06 5.85671922E-05
6.29020000E-02 6.43720927E-06 5.65915846E-05
6.34790000E-02 6.45428180E-06 6.02602119E-05
6.40560000E-02 6.46587217E-06 5.80601426E-05
6.46330000E-02 6.48073614E-06 5.86626634E-05
6.52100000E-02 6.50785807E-06 5.99245651E-05
6.57880000E-02 6.49622231E-06 5.95260344E-05
6.63650000E-02 6.56116465E-06 6.24124913E-05
6.69420000E-02 6.44727509E-06 5.75051134E-05
6.75190000E-02 6.44130553E-06 6.15127286E-05
6.80960000E-02 6.52835249E-06 5.76696773E-05
6.86730000E-02 6.46632003E-06 5.74806140E-05
6.92500000E-02 6.50083198E-06 6.00109423E-05
6.98270000E-02 6.44506459E-06 5.75969624E-05
7.04040000E-02 6.54418096E-06 6.27611350E-05
7.09810000E-02 6.47533186E-06 5.91168870E-05
7.15580000E-02 6.46061662E-06 5.99182711E-05
7.21350000E-02 6.48456390E-06 6.13418192E-05
7.27130000E-02 6.42947458E-06 6.11058154E-05
7.32900000E-02 6.39119821E-06 6.05158685E-05
7.38670000E-02 6.34158972E-06 5.87752161E-05
7.44440000E-02 6.41840596E-06 6.00536261E-05
7.50210000E-02 6.44719528E-06 6.14747902E-05
7.55980000E-02 6.37040612E-06 6.09431310E-05
7.61750000E-02 6.54140924E-06 6.33358047E-05
7.67520000E-02 6.46091132E-06 5.99353926E-05
7.73290000E-02 6.45525300E-06 6.22709103E-05
7.79060000E-02 6.39615067E-06 6.19021189E-05
7.84830000E-02 6.45609471E-06 6.31530086E-05
7.90600000E-02 6.42728662E-06 6.15985632E-05
7.96380000E-02 6.48205539E-06 6.15248936E-05
8.02150000E-02 6.54214484E-06 6.30285640E-05
8.07920000E-02 6.42539590E-06 6.17552295E-05
8.13690000E-02 6.46170731E-06 6.01723120E-05
8.19460000E-02 6.46738214E-06 6.17559451E-05
8.25230000E-02 6.47612466E-06 6.09505967E-05
8.31000000E-02 6.47604349E-06 6.43223390E-05
8.36770000E-02 6.39868036E-06 6.17720771E-05
8.42540000E-02 6.52430120E-06 6.24799350E-05
8.48310000E-02 6.50114354E-06 6.31836889E-05
8.54080000E-02 6.44397159E-06 6.29554225E-05
8.59850000E-02 6.40255927E-06 6.16419414E-05
8.65630000E-02 6.41896448E-06 6.18404787E-05
8.71400000E-02 6.45153523E-06 6.06781666E-05
8.77170000E-02 6.41153092E-06 6.29163595E-05
8.82940000E-02 6.52867062E-06 6.42214190E-05
8.88710000E-02 6.54780283E-06 6.27633868E-05
8.94480000E-02 6.51010962E-06 6.37295043E-05
9.00250000E-02 6.42680271E-06 6.18342764E-05
9.06020000E-02 6.47135004E-06 6.54999965E-05
9.11790000E-02 6.48913190E-06 6.30839518E-05
9.17560000E-02 6.47064225E-06 6.37481491E-05
9.23330000E-02 6.48661224E-06 6.38405288E-05
9.29100000E-02 6.40219088E-06 6.40910867E-05
9.34880000E-02 6.41959428E-06 6.34062125E-05
9.40650000E-02 6.48979793E-06 6.42173709E-05
9.46420000E-02 6.41599086E-06 6.35140004E-05
9.52190000E-02 6.48090576E-06 6.45152421E-05
9.57960000E-02 6.46278192E-06 6.39322241E-05
9.63730000E-02 6.45351174E-06 6.38732335E-05
9.69500000E-02 6.38517719E-06 6.21461626E-05
9.75270000E-02 6.48081200E-06 6.31073859E-05
9.81040000E-02 6.45778548E-06 6.32422362E-05
9.86810000E-02 6.43318805E-06 6.25659983E-05
9.92580000E-02 6.46866618E-06 6.41704941E-05
9.98350000E-02 6.42940195E-06 6.56358905E-05
1.00413000E-01 6.48047397E-06 6.44062072E-05
1.00990000E-01 6.47271712E-06 6.43838273E-05
1.01567000E-01 6.49105688E-06 6.51992697E-05
1.02144000E-01 6.46837744E-06 6.40495780E-05
1.02721000E-01 6.50613590E-06 6.37648882E-05
1.03298000E-01 6.42099217E-06 5.93649061E-05
1.03875000E-01 6.46385520E-06 6.04472913E-05
1.04452000E-01 6.42313735E-06 6.22420265E-05
1.05029000E-01 6.48060239E-06 6.16084088E-05
1.05606000E-01 6.37129418E-06 6.26328606E-05
1.06183000E-01 6.43826644E-06 6.09576054E-05
1.06760000E-01 6.43806069E-06 6.28563591E-05
1.07338000E-01 6.38069670E-06 6.43867870E-05
1.07915000E-01 6.37226167E-06 6.36159148E-05
1.08492000E-01 6.41896399E-06 6.35351003E-05
1.09069000E-01 6.52644090E-06 6.35155979E-05
1.09646000E-01 6.41264756E-06 6.29035493E-05
1.10223000E-01 6.47558844E-06 6.31685297E-05
1.10800000E-01 6.54154278E-06 6.41179836E-05
1.11377000E-01 6.46838340E-06 6.38831033E-05
1.11954000E-01 6.49156687E-06 6.28665705E-05
1.12531000E-01 6.48649219E-06 6.37798851E-05
1.13108000E-01 6.42896229E-06 6.39108924E-05
1.13685000E-01 6.41582306E-06 6.15975957E-05
1.14263000E-01 6.39276976E-06 6.30659586E-05
1.14840000E-01 6.38562142E-06 6.30689478E-05
1.15417000E-01 6.39241599E-06 6.32620853E-05
1.15994000E-01 6.46696574E-06 6.24604403E-05
1.16571000E-01 6.36017694E-06 6.16878885E-05
1.17148000E-01 6.42613148E-06 6.40860202E-05
1.17725000E-01 6.42388881E-06 6.51867733E-05
1.18302000E-01 6.46037256E-06 6.42884339E-05
1.18879000E-01 6.49025362E-06 6.43127448E-05
1.19456000E-01 6.42768378E-06 6.39136073E-05
1.20033000E-01 6.44446228E-06 6.55829007E-05
1.20610000E-01 6.43760220E-06 6.24879557E-05
1.21188000E-01 6.44300807E-06 6.31049208E-05
1.21765000E-01 6.52123210E-06 6.49745389E-05
1.22342000E-01 6.45032909E-06 6.37115976E-05
1.22919000E-01 6.47819193E-06 6.39065308E-05
1.23496000E-01 6.46860461E-06 6.44997775E-05
1.24073000E-01 6.46100510E-06 6.33339414E-05
1.24650000E-01 6.48230254E-06 6.49448140E-05
1.25227000E-01 6.42733926E-06 6.53031979E-05
1.25804000E-01 6.42080654E-06 6.40129287E-05
1.26381000E-01 6.45126739E-06 6.44776434E-05
1.26958000E-01 6.53813765E-06 6.30656989E-05
1.27535000E-01 6.36373400E-06 6.47930471E-05
1.28113000E-01 6.45844324E-06 6.42278460E-05
1.28690000E-01 6.48388606E-06 6.46921525E-05
1.29267000E-01 6.31954448E-06 6.53280639E-05
1.29844000E-01 6.45019979E-06 6.68825505E-05
1.30421000E-01 6.46270787E-06 6.34021623E-05
1.30998000E-01 6.44091580E-06 6.43262795E-05
1.31575000E-01 6.47180652E-06 6.47824188E-05
1.32152000E-01 6.44258597E-06 6.36534196E-05
1.32729000E-01 6.47554887E-06 6.49942316E-05
1.33306000E-01 6.43078573E-06 6.41925052E-05
1.33883000E-01 6.45116913E-06 6.45460568E-05
1.34460000E-01 6.42483658E-06 6.23869130E-05
1.35038000E-01 6.50157770E-06 6.32882283E-05
1.35615000E-01 6.46896275E-06 6.47858765E-05
1.36192000E-01 6.41377322E-06 6.36552588E-05
1.36769000E-01 6.38319917E-06 6.50723354E-05
1.37346000E-01 6.46107854E-06 6.41521740E-05
1.37923000E-01 6.47839656E-06 6.24686206E-05
1.38500000E-01 6.51493260E-06 5.99767669E-05
1.39077000E-01 6.52516352E-06 6.23549602E-05
1.39654000E-01 6.46826996E-06 6.28183775E-05
1.40231000E-01 6.46409000E-06 6.25442756E-05
1.40808000E-01 6.41061817E-06 6.07442146E-05
1.41385000E-01 6.44856157E-06 6.12717435E-05
1.41963000E-01 6.47682297E-06 6.42249176E-05
1.42540000E-01 6.40713553E-06 6.29884899E-05
1.43117000E-01 6.39652008E-06 6.41981100E-05
1.43694000E-01 6.37477265E-06 6.31821973E-05
1.44271000E-01 6.39296397E-06 6.24199547E-05
1.44848000E-01 6.38886325E-06 6.37905346E-05
1.45425000E-01 6.45384860E-06 6.23736439E-05
1.46002000E-01 6.39123562E-06 6.37606706E-05
1.46579000E-01 6.41431383E-06 6.34342722E-05
1.47156000E-01 6.37079995E-06 6.43034822E-05
1.47733000E-01 6.43873221E-06 6.29991410E-05
1.48310000E-01 6.42309955E-06 6.29905423E-05
1.48888000E-01 6.39446034E-06 6.24805359E-05
1.49465000E-01 6.43240176E-06 6.51373252E-05
1.50042000E-01 6.36876196E-06 6.54329875E-05
1.50619000E-01 6.41284809E-06 6.72288836E-05
1.51196000E-01 6.37212329E-06 6.54758509E-05
1.51773000E-01 6.40228095E-06 6.31631131E-05
1.52350000E-01 6.40600717E-06 6.42478718E-05
1.52927000E-01 6.39272525E-06 6.36882648E-05
1.53504000E-01 6.44688346E-06 6.38708194E-05
1.54081000E-01 6.39254169E-06 6.37661139E-05
1.54658000E-01 6.44396774E-06 6.30072372E-05
1.55235000E-01 6.40617810E-06 6.48462384E-05
1.55813000E-01 6.39059388E-06 6.57788202E-05
1.56390000E-01 6.41215070E-06 6.44846688E-05
1.56967000E-01 6.40966090E-06 6.48382338E-05
1.57544000E-01 6.44458109E-06 6.43556192E-05
1.58121000E-01 6.42369178E-06 6.45949593E-05
1.58698000E-01 6.37943630E-06 6.49852251E-05
1.59275000E-01 6.37033528E-06 6.47697222E-05
1.59852000E-01 6.40529051E-06 6.60801821E-05
1.60429000E-01 6.38500096E-06 6.36470502E-05
1.61006000E-01 6.40754378E-06 6.42064389E-05
1.61583000E-01 6.36311542E-06 6.46236307E-05
1.62160000E-01 6.41934843E-06 6.46664760E-05
1.62738000E-01 6.40485769E-06 6.42254535E-05
1.63315000E-01 6.40467655E-06 6.52807028E-05
1.63892000E-01 6.45532097E-06 6.52325598E-05
1.64469000E-01 6.45042947E-06 6.49560570E-05
1.65046000E-01 6.45719148E-06 6.67816521E-05
1.65623000E-01 6.39851633E-06 6.45691224E-05
1.66200000E-01 6.35838185E-06 6.40025670E-05
1.66777000E-01 6.36849205E-06 6.51858948E-05
1.67354000E-01 6.42428589E-06 6.61055637E-05
1.67931000E-01 6.39705604E-06 6.77028236E-05
1.68508000E-01 6.37322348E-06 6.50467692E-05
1.69085000E-01 6.40131022E-06 6.52604586E-05
1.69663000E-01 6.46374261E-06 6.55958304E-05
1.70240000E-01 6.36948243E-06 6.46042043E-05
1.70817000E-01 6.45003140E-06 6.77056150E-05
1.71394000E-01 6.41759201E-06 6.58941451E-05
1.71971000E-01 6.38750056E-06 6.45123965E-05
1.72548000E-01 6.41444293E-06 6.44852252E-05
1.73125000E-01 6.32178596E-06 6.07797712E-05
1.73702000E-01 6.35965005E-06 5.66355356E-05
1.74279000E-01 6.37601793E-06 5.85108386E-05
1.74856000E-01 6.38588727E-06 6.08134987E-05
1.75433000E-01 6.37423159E-06 6.19660289E-05
1.76010000E-01 6.36812375E-06 6.18931297E-05
1.76588000E-01 6.36666953E-06 6.20504785E-05
1.77165000E-01 6.33501440E-06 6.16711481E-05
1.77742000E-01 6.38892999E-06 6.35668050E-05
1.78319000E-01 6.45290993E-06 6.31159011E-05
1.78896000E-01 6.40887601E-06 6.20878644E-05
1.79473000E-01 6.37836966E-06 6.40270143E-05
1.80050000E-01 6.33031083E-06 6.35505588E-05
1.80627000E-01 6.35596884E-06 6.30670472E-05
1.81204000E-01 6.39801456E-06 6.23882355E-05
1.81781000E-01 6.38147840E-06 6.37418584E-05
1.82358000E-01 6.39588056E-06 6.40952506E-05
1.82935000E-01 6.37997641E-06 6.49656889E-05
1.83513000E-01 6.38090501E-06 6.52458351E-05
1.84090000E-01 6.38577115E-06 6.51135976E-05
1.84667000E-01 6.39235057E-06 6.61691376E-05
1.85244000E-01 6.35218469E-06 6.49949250E-05
1.85821000E-01 6.36626984E-06 6.36142818E-05
1.86398000E-01 6.36954178E-06 6.47575757E-05
1.86975000E-01 6.45169135E-06 6.56716057E-05
1.87552000E-01 6.45431194E-06 6.60356123E-05
1.88129000E-01 6.29885948E-06 6.39457751E-05
1.88706000E-01 6.31473518E-06 6.40959996E-05
1.89283000E-01 6.37233808E-06 6.41923441E-05
1.89860000E-01 6.34741998E-06 6.41620168E-05
1.90438000E-01 6.29665310E-06 6.48773707E-05
1.91015000E-01 6.32221829E-06 6.49869185E-05
1.91592000E-01 6.36369860E-06 6.42158488E-05
1.92169000E-01 6.40269406E-06 6.46725429E-05
1.92746000E-01 6.46413230E-06 6.54034056E-05
1.93323000E-01 6.35583628E-06 6.53569459E-05
1.93900000E-01 6.31974455E-06 6.49658778E-05
1.94477000E-01 6.35984641E-06 6.49024161E-05
1.95054000E-01 6.32638471E-06 6.43297419E-05
1.95631000E-01 6.33827761E-06 6.45314015E-05
1.96208000E-01 6.32521381E-06 6.49369004E-05
1.96785000E-01 6.37963905E-06 6.46591349E-05
1.97363000E-01 6.33392100E-06 6.46764965E-05
1.97940000E-01 6.36452649E-06 6.27843864E-05
1.98517000E-01 6.34588081E-06 6.35021649E-05
1.99094000E-01 6.37872488E-06 6.48195990E-05
1.99671000E-01 6.40533126E-06 6.50824614E-05
2.00248000E-01 6.36087830E-06 6.40761755E-05
2.00825000E-01 6.37545491E-06 6.43754830E-05
2.01402000E-01 6.40872975E-06 6.46828974E-05
2.01979000E-01 6.38290358E-06 6.44148157E-05
2.02556000E-01 6.34571077E-06 6.40943835E-05
2.03133000E-01 6.38215573E-06 6.37982825E-05
2.03710000E-01 6.38615337E-06 6.44546692E-05
2.04288000E-01 6.38432620E-06 6.39765507E-05
2.04865000E-01 6.42727608E-06 6.36041876E-05
2.05442000E-01 6.34787604E-06 6.36963283E-05
2.06019000E-01 6.30167414E-06 6.41994660E-05
2.06596000E-01 6.29975383E-06 6.57702678E-05
2.07173000E-01 6.33523572E-06 6.63106693E-05
2.07750000E-01 6.35886854E-06 6.31895420E-05
2.08327000E-01 6.41436110E-06 6.12637609E-05
2.08904000E-01 6.37921836E-06 5.86791581E-05
2.09481000E-01 6.31510201E-06 5.87319765E-05
2.10058000E-01 6.35496888E-06 6.08533955E-05
2.10635000E-01 6.34791837E-06 6.16374174E-05
2.11213000E-01 6.34387977E-06 6.09181350E-05
2.11790000E-01 6.35642340E-06 6.10357154E-05
2.12367000E-01 6.34193253E-06 6.18639166E-05
2.12944000E-01 6.32548652E-06 6.25843487E-05
2.13521000E-01 6.33228713E-06 6.34977881E-05
2.14098000E-01 6.28899066E-06 6.31094704E-05
2.14675000E-01 6.29573945E-06 6.23646731E-05
2.15252000E-01 6.31457359E-06 6.31041305E-05
2.15829000E-01 6.36153244E-06 6.33343438E-05
2.16406000E-01 6.34955102E-06 6.46995554E-05
2.16983000E-01 6.35176254E-06 6.50325554E-05
2.17560000E-01 6.30396569E-06 6.40845492E-05
2.18138000E-01 6.30072644E-06 6.43016428E-05
2.18715000E-01 6.36003209E-06 6.44135138E-05
2.19292000E-01 6.33042057E-06 6.42221436E-05
2.19869000E-01 6.30926341E-06 6.52765869E-05
2.20446000E-01 6.33276587E-06 6.46190710E-05
2.21023000E-01 6.33464563E-06 6.46501935E-05
2.21600000E-01 6.27277485E-06 6.48702326E-05
2.22177000E-01 6.28274002E-06 6.45729908E-05
2.22754000E-01 6.34739454E-06 6.43046330E-05
2.23331000E-01 6.34367707E-06 6.49803377E-05
2.23908000E-01 6.33087128E-06 6.47557456E-05
2.24485000E-01 6.30502220E-06 6.38746501E-05
2.25063000E-01 6.27797039E-06 6.39685992E-05
2.25640000E-01 6.27731272E-06 6.37625819E-05
2.26217000E-01 6.29065721E-06 6.51098816E-05
2.26794000E-01 6.31274221E-06 6.61553511E-05
2.27371000E-01 6.31877018E-06 6.54402309E-05
2.27948000E-01 6.29924583E-06 6.45293856E-05
2.28525000E-01 6.29810256E-06 6.44530328E-05
2.29102000E-01 6.32359730E-06 6.51384388E-05
2.29679000E-01 6.32330324E-06 6.53805883E-05
2.30256000E-01 6.35545925E-06 6.50889586E-05
2.30833000E-01 6.33211466E-06 6.58193831E-05
2.31410000E-01 6.28279499E-06 6.41343699E-05
2.31502883E-01 6.32267307E-06 2.10482541E-08
2.33512736E-01 6.32361017E-06 2.01442939E-08
2.35522506E-01 6.28393865E-06 1.88540407E-08
2.37532192E-01 6.31470554E-06 1.83639499E-08
2.39541793E-01 6.29046284E-06 1.85211422E-08
2.41551309E-01 6.34203501E-06 1.83593052E-08
2.43560738E-01 6.33951591E-06 1.79959327E-08
2.45570081E-01 6.29135318E-06 1.68783734E-08
2.47579336E-01 6.26547354E-06 1.61215046E-08
2.49588502E-01 6.27446598E-06 1.67097143E-08
2.51597580E-01 6.29918008E-06 1.60745372E-08
2.53606567E-01 6.26726371E-06 1.65818551E-08
2.55615465E-01 6.29004690E-06 1.57661450E-08
2.57624271E-01 6.25721791E-06 1.57759649E-08
2.59632985E-01 6.29936115E-06 1.57089668E-08
2.61641607E-01 6.26739104E-06 1.53632839E-08
2.63650135E-01 6.27606697E-06 1.49266606E-08
2.65658569E-01 6.28351177E-06 1.51654481E-08
2.67666909E-01 6.28298558E-06 1.50356101E-08
2.69675153E-01 6.25001423E-06 1.47559934E-08
2.71683301E-01 6.22992236E-06 1.44196581E-08
2.73691352E-01 6.29270383E-06 1.41918799E-08
2.75699305E-01 6.27479851E-06 1.40516933E-08
2.77707161E-01 6.26829640E-06 1.38816030E-08
2.79714917E-01 6.26694490E-06 1.35179105E-08
2.81722573E-01 6.28556113E-06 1.34590196E-08
2.83730130E-01 6.23590591E-06 1.33119413E-08
2.85737585E-01 6.26825018E-06 1.33894257E-08
2.87744938E-01 6.24351059E-06 1.28960280E-08
2.89752189E-01 6.25008956E-06 1.28086121E-08
2.91759336E-01 6.24820800E-06 1.28742822E-08
2.93766380E-01 6.27015505E-06 1.27818555E-08
2.95773319E-01 6.24533021E-06 1.33047944E-08
2.97780153E-01 6.24074305E-06 1.24591890E-08
2.99786880E-01 6.23916234E-06 1.26603660E-08
3.01793501E-01 6.24176307E-06 1.22967403E-08
3.03800015E-01 6.24983315E-06 1.27600446E-08
3.05806420E-01 6.24949950E-06 1.22103692E-08
3.07812716E-01 6.23621116E-06 1.21017465E-08
3.09818903E-01 6.23448162E-06 1.20254074E-08
3.11824980E-01 6.21351215E-06 1.19570420E-08
3.13830945E-01 6.20958079E-06 1.20463777E-08
3.15836799E-01 6.25528756E-06 1.14959072E-08
3.17842541E-01 6.24288089E-06 1.21388044E-08
3.19848169E-01 6.22375269E-06 1.12945543E-08
3.21853684E-01 6.25016129E-06 1.17249593E-08
3.23859084E-01 6.22655781E-06 1.13336658E-08
3.25864369E-01 6.22664555E-06 1.13146168E-08
3.27869538E-01 6.22888982E-06 1.16865588E-08
3.29874590E-01 6.23785423E-06 1.10339429E-08
3.31879525E-01 6.21703833E-06 1.11546884E-08
3.33884342E-01 6.19330851E-06 1.09357241E-08
3.35889041E-01 6.21299451E-06 1.12724230E-08
3.37893620E-01 6.21162474E-06 1.14554159E-08
3.39898078E-01 6.20803181E-06 1.09096535E-08
3.41902416E-01 6.21161717E-06 1.09201296E-08
3.43906633E-01 6.19345775E-06 1.08215979E-08
3.45910727E-01 6.20502696E-06 1.08613048E-08
3.47914699E-01 6.19629258E-06 1.05949631E-08
3.49918546E-01 6.18715002E-06 1.04612612E-08
3.51922270E-01 6.20317691E-06 1.08476250E-08
3.53925868E-01 6.18920675E-06 1.03533624E-08
3.55929341E-01 6.18899105E-06 1.05927613E-08
3.57932687E-01 6.18575807E-06 1.03397787E-08
3.59935906E-01 6.21466003E-06 1.02573294E-08
3.61938998E-01 6.19405583E-06 1.05012359E-08
3.63941960E-01 6.19432328E-06 9.95333812E-09
3.65944794E-01 6.19399235E-06 1.01684995E-08
3.67947498E-01 6.18940661E-06 1.01848053E-08
3.69950071E-01 6.18711963E-06 1.02939347E-08
3.71952513E-01 6.18572971E-06 9.95746433E-09
3.73954822E-01 6.16816587E-06 9.76964891E-09
3.75956999E-01 6.18115912E-06 1.00676400E-08
3.77959043E-01 6.18291336E-06 9.88946609E-09
3.79960953E-01 6.17068426E-06 9.79912804E-09
3.81962728E-01 6.15760897E-06 1.00221615E-08
3.83964367E-01 6.16450022E-06 9.63955621E-09
3.85965870E-01 6.16445456E-06 9.76243195E-09
3.87967236E-01 6.15808659E-06 9.60256668E-09
3.89968465E-01 6.16609959E-06 9.75694872E-09
3.91969555E-01 6.17586780E-06 9.20748470E-09
3.93970507E-01 6.16885997E-06 9.57062718E-09
3.95971319E-01 6.16131792E-06 9.54199009E-09
3.97971990E-01 6.16897097E-06 9.28662001E-09
3.99972521E-01 6.15451416E-06 9.61746107E-09
4.01972910E-01 6.16183417E-06 9.12335942E-09
4.03973156E-01 6.16530190E-06 9.32832602E-09
4.05973259E-01 6.15797884E-06 9.10653801E-09
4.07973219E-01 6.16025365E-06 8.75446542E-09
4.09973033E-01 6.15074868E-06 9.35725538E-09
4.11972703E-01 6.13263848E-06 8.98640771E-09
4.13972227E-01 6.13853724E-06 9.06368056E-09
4.15971604E-01 6.16092566E-06 9.17569580E-09
4.17970834E-01 6.13580831E-06 8.81355211E-09
4.19969916E-01 6.13594021E-06 9.13020913E-09
4.21968850E-01 6.15076419E-06 8.96206563E-09
4.23967634E-01 6.15684374E-06 8.78888014E-09
4.25966268E-01 6.13721004E-06 8.84345395E-09
4.27964751E-01 6.14190910E-06 8.96221086E-09
4.29963083E-01 6.14264066E-06 8.83250779E-09
4.31961263E-01 6.14109463E-06 8.97207616E-09
4.33959290E-01 6.15754175E-06 8.80979573E-09
4.35957163E-01 6.14997748E-06 8.87899479E-09
4.37954883E-01 6.15811681E-06 8.84230631E-09
4.39952447E-01 6.14356024E-06 8.71435124E-09
4.41949856E-01 6.13841771E-06 8.74389945E-09
4.43947109E-01 6.13778062E-06 8.69172908E-09
4.45944205E-01 6.13624538E-06 8.53149973E-09
4.47941143E-01 6.14374397E-06 8.63730044E-09
4.49937923E-01 6.13754972E-06 8.46385138E-09
4.51934545E-01 6.16233246E-06 8.77371832E-09
4.53931006E-01 6.14666989E-06 8.39782955E-09
4.55927307E-01 6.14110264E-06 8.56768118E-09
4.57923447E-01 6.15036953E-06 8.46279924E-09
4.59919426E-01 6.13303175E-06 8.23506380E-09
4.61915242E-01 6.13389706E-06 8.50889539E-09
4.63910895E-01 6.13660741E-06 8.22809235E-09
4.65906384E-01 6.14955276E-06 8.30626843E-09
4.67901708E-01 6.14852940E-06 8.39137868E-09
4.69896868E-01 6.14779324E-06 8.11075940E-09
4.71891862E-01 6.16559589E-06 8.38062142E-09
4.73886689E-01 6.15895793E-06 8.32879653E-09
4.75881349E-01 6.15793125E-06 8.37094658E-09
4.77875842E-01 6.14984398E-06 8.41689063E-09
4.79870166E-01 6.16485477E-06 8.21441966E-09
4.81864320E-01 6.15978431E-06 8.34022735E-09
4.83858305E-01 6.15939548E-06 8.04624976E-09
4.85852119E-01 6.15848004E-06 8.33339022E-09
